1	3988239	49935193
1	4152458	4793959
1	6784322	6971033
1	8927586	9873328
1	12014907	12371285
1	13332874	14428903
1	50213605	51743889
1	55359817	57251504
1	55359817	57251504
1	59090956	59250016
1	59090956	59250016
1	59972174	65331272
1	60953424	60964157
1	60953424	60964157
1	63695437	64016355
1	63695437	64016355
1	63695437	64016355
1	63695437	64016355
1	65297392	65404496
1	65297392	65404496
1	65297392	65404496
1	65336841	65443945
1	67249049	74511826
1	70999692	71221704
1	74611247	74758646
1	77441094	77629746
2	2526767	2650471
2	2526767	2650471
2	2526767	2650471
2	2566330	2781047
2	4825851	5735436
2	7609150	7754547
2	10355334	10524215
2	10355334	10524215
2	62050122	71145714
2	64143885	64863424
2	64143885	64863424
2	64143885	64863424
2	64876159	65116538
2	65028187	65381593
2	65028187	65381593
2	74934924	75348619
2	74934924	75348619
3	0	10891127
3	825391	1886609
3	825391	1886609
3	3004666	47383447
3	5547972	5741089
3	6152683	6954960
3	6152683	6954960
3	6152683	6954960
3	6152683	6954960
3	6152683	6954960
3	10967123	11031270
3	14505157	14965844
3	14505157	14965844
3	14505157	14965844
3	14505157	14965844
3	16785559	45920667
4	71001	6578174
4	1081599	1237965
4	4595010	4649380
4	6600085	6623291
4	6600085	6623291
4	6600085	6623291
4	10365223	10785211
4	13599133	40221654
4	13599133	40221654
4	13599133	40221654
4	56172250	56211224
4	56172250	56211224
5	1430590	5579545
5	4095457	4095481
5	5660971	5713604
5	5660971	5713604
5	5660971	5713604
5	7875565	64523971
5	8864361	68635866
5	13418245	51890668
5	52631762	53654747
5	54780030	56243347
5	61415751	62271210
5	63616966	64144778
5	63616966	64144778
5	63616966	64144778
5	63616966	64144778
5	63616966	64144778
6	44626281	44937590
6	44626281	44937590
6	44963076	44986245
6	46284520	46359469
6	49047403	49500095
6	56643828	56833459
6	56643828	56833459
6	58493693	59806930
6	60245589	60394307
7	2373496	2457779
7	2373496	2457779
7	2373496	2457779
7	2373496	2457779
7	9473597	10025441
7	39543566	48379318
7	39543566	48379318
7	39543566	48379318
7	39543566	48379318
7	39543566	48379318
7	39543566	48379318
7	39543566	48379318
7	39543566	48379318
7	39543566	48379318
7	64933285	65460255
7	64933285	65460255
8	5070472	5070472
8	6534264	7311754
8	6534264	7311754
8	8253530	53262255
8	53440188	53920337
8	53440188	53920337
8	53440188	53920337
8	53440188	53920337
8	53440188	53920337
8	55911312	56274683
8	57389997	57495495
8	57579092	58285925
8	61222390	62671469
8	61222413	61222468
8	62306925	62671469
9	17133	396010
9	17133	396010
9	17133	2572152
9	1387786	4708572
9	1457463	1661303
9	1457463	1661303
9	3358112	3677034
9	3358112	3677034
9	8065651	8157491
9	8079990	8157499
9	8109829	8157516
9	8109829	8157516
9	8157527	8157631
9	8157833	9496743
9	13245544	43924917
9	47755809	47807159
9	47755809	47807159
9	47755809	47807159
9	47755915	47858189
9	48331105	48593955
9	48468047	49459205
9	48468047	49459205
9	48468047	49459205
9	53828126	53868057
9	55312945	55910164
9	56104114	56610219
10	1526414	8650928
10	1573388	1598374
10	1573388	1598374
10	1573388	1598374
10	3446687	4691594
10	3446687	4691594
10	7418242	7646904
10	7418242	7646904
10	7418242	7646904
10	7418242	7646904
10	7418242	7646904
10	7418242	7646904
10	8044545	8486796
10	8044545	8486796
10	8044545	8486796
10	8044545	8486796
10	8044545	8486796
10	8044545	8486796
10	8734552	54589122
10	9361134	9791830
10	9361134	9791830
10	10520111	13359690
10	10520111	13359690
10	13700874	14171310
10	41745111	45890587
10	41745111	45890587
10	49879690	50273151
10	49879690	50273151
10	49879690	50273151
10	51313679	51730693
10	51313679	51730693
10	56361603	56433897
10	56361603	56433897
